f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
0,0,129.6919426949878,1.1071487177940904,87.80091115700337,-0.2505668757885685,0.9680992928194692,256.68810093590145,-0.10922155284416779,0.24666733893065954,0.0015785179264958687,0.7901234567901234,3368,63.43494882292201,0.24666733893065954,-0.00042550298376098827,2.9235243410731613,1.9792139403724243,0.6769958821844112,6728,8.814033201652784,-0.44278887232359115,5.547861732832718,4.150014952828179,0.07621380669118213,0.3258234643662908,0.1646226604007151,787.8134296900504,0.026069154144003376,66,arrow
0,0,125.15989773086265,1.185838940500794,94.92101980067429,-0.3476574532100168,0.9376216162330756,232.21536810746588,-0.12186009304830757,0.23907021547168977,0.0021818090612735807,0.21487603305785125,3031,67.94356647296064,0.23907021547168977,-0.0005247718703609337,2.446406165832368,1.8553496153121645,0.7583980294134429,5452,8.603737792816423,-0.5097251148909346,5.447665251860349,4.218677455805059,0.0766134503818759,0.298628099052019,0.1609551626213448,777.6072273326682,0.03131673368547486,44,arrow
0,0,133.5402561027947,1.1708209217440915,85.86617494683223,-0.44254911813096776,-0.8967442656864346,288.3684568257484,0.06201031288339131,0.25409647009248004,0.0026012935732992997,0.13625,3048,67.08309738155327,0.25409647009248004,0.00021503847392317983,3.358347533290079,2.1594121895630654,0.6429984294828325,6396,8.763428073953845,0.2440424019303466,5.664239026425484,4.205932110330761,0.09460907376172849,0.2870553117367067,0.13293215307578185,1004.5745368065029,0.028171317239774354,45,arrow
0.13216372009101796,-0.9912279006826347,87.5956619930462,1.2454356797782546,55.78530272392541,0.25096215878372613,-0.9679968981658008,159.32506146858617,0.04983736905118333,0.1279763326185683,0.0006218266479716814,0.09182736455463728,1961,71.35820810630068,0.1279763326185683,0.0003128030743676171,2.856040098179018,1.8188693120583324,0.6368500614602802,2324,7.751045117971802,0.38942645121518615,5.0709465270065675,4.267712377338493,0.08124684419611737,0.14393940876185551,0.07913675150138509,1106.8897867448231,0.028447375177932388,39,arrow
0.1643989873053573,0.9863939238321437,125.78155667664477,1.0644700230212742,66.03029607687671,0.5754934061746135,0.8178064193007666,286.45591170671463,-0.047359828162905494,0.2503093828217132,0.0012816722253558592,0.6938775510204082,1676,60.989639737312594,0.2503093828217132,-0.0001653302523265585,4.33824969334083,2.277407906813607,0.5249600801699831,6710,8.811354229965728,-0.1892051653398797,5.6575846384727155,4.110704009376877,0.17091641509947172,0.29514023533503586,0.12959480576669105,970.5756024133308,0.03939755135851832,72,arrow
0,0,175.45369759569047,1.1479424006619559,111.57060544785082,0.25096215878372613,0.9679968981658008,328.0480669450025,-0.09888354168052976,0.2781671261173953,0.0015512559999699275,1,1584,65.77225468204583,0.2781671261173953,-0.0003014300392055279,2.940273252333791,1.8697130436141922,0.6358977153331378,11520,9.351839934249883,-0.35548248659260256,5.7931601432114235,4.186198088040034,0.20710105236426926,0.31912422991871514,0.17068085982961412,1027.9635207535334,0.0704359882877846,77,arrow
0.11043152607484653,0.9938837346736188,87.70974860299168,1.0714496051147666,55.072679252057455,0.490261239632559,0.8715755371245494,169.84436984416357,-0.044606632724319785,0.13834206998507279,0.0006327775930530132,0.30864197530864196,1194,61.38954033403479,0.13834206998507279,-0.0002626323896708939,3.084004122385572,1.9364366281899292,0.6278969000508455,3234,8.081475040137052,-0.3224372219465335,5.134882546245379,4.117239467775517,0.14224821594988574,0.16422237830589081,0.08480648213073544,1034.234016071798,0.046124521986647786,44,arrow
0,0,144.10065926289164,1.1941559098041006,100.88111815399351,0.3072923909574333,-0.9516151461907613,256.65188262856606,0.08756404999621253,0.19236674625428946,0.0006268420735704129,3.2222222222222223,2272,68.42009371237997,0.19236674625428946,0.00034117828826893013,2.5441022792470522,1.781059739361361,0.7000739529577719,7102,8.868131713503033,0.455193278990443,5.547720624372223,4.225666549212069,0.11296297650905196,0.2229567468245459,0.12518207104299153,1151.1285766585763,0.04440190059594785,78,arrow
-0.24253562503633297,-0.9701425001453319,141.7603611733548,1.2847448850775784,111.97321108193691,0.2947133486763374,-0.9555857063141849,239.71916045547204,0.09700142068844975,0.1679223145309182,0.0006316161280767446,0.390625,2409,73.61045966596522,0.1679223145309182,0.000404646088798846,2.1408617127185576,1.691016857401528,0.7898767339130012,5440,8.601534339849989,0.5776565250390808,5.479468073395766,4.298787130664148,0.09950982169176921,0.20776136120921232,0.12286179188566176,1153.819743287486,0.046481200117034834,77,arrow
0,0,121.93850909372314,1.0374090594064918,72.09022125087424,0.40227369949496883,-0.9155194540230326,239.29539604589286,0.062201634888948865,0.1558390591988334,0.0005352512830066708,2,2374,59.43916073262847,0.1558390591988334,0.00025993661356117203,3.319387732396381,1.962426782354441,0.591201432481555,6510,8.781094735202615,0.399140210475645,5.477698755472639,4.084953280737622,0.10079839766044349,0.20655809919508664,0.10525646156707386,1158.4895338327403,0.030366563290174488,77,arrow
-0.1414213562373095,0.9899494936611665,54.12947441089743,1.1319370278313903,41.012193308819754,-0.024382992454708537,0.9997026906430501,131.3725026817426,-0.043536493650680214,0.11990215363733144,0.0005010052284322787,0.17777777777777778,1169,64.85521436932106,0.11990215363733144,-0.00033139730736613784,3.2032547416451065,2.4270049563846214,0.7576684191960881,1127,7.027314514039777,-0.36310018068870753,4.878036819933605,4.172157314150231,0.11238024181500648,0.13956021659289813,0.057503062045985064,941.3320349377259,0.03508314226588516,40,arrow
0,0,61.326992425847855,1.150916369589345,45.880278987817846,0.34873371202141834,0.9372218510575618,117.9635161332739,-0.04454327879335119,0.1084823442452093,0.0003960865808029136,0.125,1552,65.94265054998827,0.1084823442452093,-0.0003776021625451269,2.571115929015942,1.9235170594075164,0.7481253714388969,1400,7.24422751560335,-0.4106039476125929,4.770375391346794,4.188785433226212,0.07600742018896514,0.1245643757674699,0.06475865402817813,947.008447691994,0.029562035430295005,42,arrow
0,0,126.57408897558773,1.1212820522873579,110.65260954898443,-0.10844751017541761,0.9941021766079947,399.1975068818608,-0.10407740747505151,0.3362786847635969,0.0014409945576448115,16,3680,64.2447292398329,0.3362786847635969,-0.00026071657683436475,3.607664640797662,3.1538643502214248,0.8742121744232023,6270,8.743531633626967,-0.30949748583743175,5.989456299131887,4.162699685232562,0.10847758339181,0.4100549599028237,0.1300166761687245,973.5219566090947,0.030068643899180552,116,arrow
-0.6246950475544243,0.7808688094430304,122.44182292011173,0.901157381118259,96.62815324738438,0.11383845836148958,0.9934992729729999,355.3820173583107,-0.07437356659617209,0.2250980755369587,0.0009028922238827589,0.8,2577,51.63251461513847,0.2250980755369587,-0.00020927779956065028,3.677830998678747,2.9024561124852157,0.7891760424902386,7296,8.895081531754167,-0.3304051641434879,5.873193316123898,3.944151602240461,0.13790532299507594,0.3197875987060648,0.11017827188857923,1111.3064383868204,0.03749637301023841,86,arrow
0.9701425001453319,-0.24253562503633297,94.02127418834527,0.4160645057238227,68.8839603971781,0.9871673987372203,0.15968884391337385,173.27347273801632,0.04373087452470056,0.15771384132784833,0.0008419160465659528,0.390625,1866,23.838740183171726,0.15771384132784833,0.0002523806664325368,2.515440049308121,1.8429177250981674,0.7326422768871266,3268,8.091933455979893,0.27727987700074347,5.154871113672094,3.1713119961352048,0.09285823833762932,0.30193706734289877,0.16383643351567165,573.872808207533,0.03691530567908794,50,arrow
-1,0,197.0406049523803,0.3040958880675463,125.78155667664477,-0.9937863968510584,0.11130407644731855,343.39356392896036,-0.027513567968771878,0.09503966435790963,0.00025082278284790964,1.25,1296,17.423410953553095,0.09503966435790963,-0.0000801225499219425,2.7300788207904407,1.7427553270654534,0.6383534840803141,11092,9.313979406735669,-0.28949563484524315,5.838877206089021,2.857814759004886,0.26496416969827186,0.21934626373970506,0.12586176632668927,1565.5318585068783,0.09705367027518887,72,arrow
0.31622776601683794,0.9486832980505138,72.94518489934754,1.0703555136476024,50.60632371551998,0.4940094076095274,0.8694565573927682,150.53748598909058,-0.04927972318982152,0.1874395089913495,0.0008382465476381534,0.2890625,1705,61.326853510565,0.1874395089913495,-0.00032735848394195187,2.9746773710599266,2.0637069629312443,0.6937582485444167,2240,7.7142311448490855,-0.2629100100347351,5.014212129514041,4.1162178140753305,0.0882917806387628,0.22840612656016146,0.11067759651095926,659.0781440770131,0.029681128278897347,57,arrow
0.9863939238321437,-0.1643989873053573,86.28441342444185,0.5622848023425469,66.40783086353596,0.9486832980505139,0.31622776601683794,159.92490051545093,0.023175477494348416,0.1397910345402675,0.0009770082480769588,0.5642361111111112,1889,32.21654605857564,0.1397910345402675,0.00014491475323512456,2.4082235247841,1.8534622206766822,0.7696387821154795,3358,8.119100837637486,0.1657865797371476,5.074704333265981,3.472480173324043,0.08466114373501903,0.2675508077210215,0.14435190787074212,597.7365640480763,0.03515501898546107,43,arrow
-0.9701425001453319,0.24253562503633297,242.03305559365234,0.18280988437960327,213.56497840235883,-0.9879897049528112,0.15451971688835436,340.0211973169509,-0.03783196640864656,0.08021666641566416,0.00020990266532670991,2.65625,1016,10.474234828225821,0.08021666641566416,-0.00011126355270545524,1.592120580165289,1.4048543761221204,0.882379383586809,10472,9.256460307589736,-0.47162227126978934,5.829007960716691,2.3489184157153655,0.33466653279227454,0.1909663464855204,0.13593319687173055,1780.5294156514235,0.21020175039602249,54,arrow
0.12403473458920847,0.9922778767136677,201.61349161204464,1.3811827110205073,185.06755523321746,0.027017161347914962,0.9996349698728536,344.9600353485377,-0.15904218129037181,0.2737059133251474,0.0018382720045092534,170,1067,79.13594007791228,0.2737059133251474,-0.0004610452371089311,1.8639681867187783,1.710996781963025,0.9179323950667659,7524,8.925853190420922,-0.5810695843514296,5.843428570751983,4.37116713413482,0.3232990022010663,0.30099574619491415,0.17591835903372188,1146.062825503035,0.1734466309589667,56,arrow
-0.413802944301184,-0.9103664774626047,280.84515306481615,1.3664176402322998,214.18916872708573,0.04201893145898319,-0.9991168146913779,450.3677773454259,0.1316212459911257,0.25272117465455796,0.0011024988481488662,17,1544,78.28996383753609,0.25272117465455796,0.00029225280451219764,2.1026636408457833,1.603615987068453,0.7626593031415183,15675,9.659822365501121,0.5208160581361553,6.110064531960315,4.360419419015719,0.29168897496465407,0.28020080672165265,0.17473061442464394,1607.3036427508027,0.13872355487505553,87,arrow
-0.9863939238321437,-0.1643989873053573,245.20399670478457,0.28950367196138826,199.2786993132984,-0.9835471662320329,0.18065152032833257,373.33373328363206,-0.038657407063639765,0.0886310658573086,0.00011596102908592865,0.32,2578,16.587338556927413,0.0886310658573086,-0.000103546515134411,1.8734251807650095,1.522543426292967,0.8127057551725867,16450,9.708080756193517,-0.43616091818049646,5.9224727469159,2.808639666795734,0.1448152572861257,0.20892576131840718,0.13722154502160375,1786.9205354463863,0.07729972820531358,122,arrow
0,0,199.2636444512646,1.3635585650735043,175.6160584912439,0.22776960343859654,0.9737150547000002,322.3616154382582,-0.13726337322286358,0.24559588942727156,0.001081607643070794,0.36444444444444446,1830,78.12615089762642,0.24559588942727156,-0.00042580557563049435,1.8356044328049357,1.6177643258808334,0.8813251357258781,7995,8.986571625268054,-0.5588993103384634,5.775673944730074,4.358324839437676,0.17615388821762742,0.2695307679334392,0.1666069424461355,1196.0104514593509,0.09596505928483273,82,arrow
-0.9778024140774094,0.20952908873087345,173.761330565808,0.2798806853557597,126.43575443678897,-0.9886443953833742,0.15027394809827288,287.50368998825184,-0.020714657834563933,0.07090144954849129,0.00016466671603818016,9.11111111111111,1147,16.03598203811398,0.07090144954849129,-0.00007205005902849591,2.2739112940713944,1.6545895974211973,0.7276403445178754,8016,8.989194823324645,-0.29216127408504755,5.661235694896786,2.7748350746819765,0.25065709676395104,0.15682220343137887,0.09478012171465244,1833.309848334427,0.11023169523695638,52,arrow
-0.07669649888473704,-0.9970544855015815,237.49736840647307,1.3758780533719766,179.06981878585793,0.027922069916088373,-0.9996101029959636,382.7072790015766,0.10377181779191134,0.20590450290987078,0.0007355102036026648,0.625,1575,78.83200558288968,0.20590450290987078,0.00027115193121655744,2.137195880335592,1.6114169246144192,0.7539865388292754,10718,9.279679850054796,0.5039803225543577,5.947270412375095,4.367319076621699,0.24298874857242958,0.22451504354697766,0.1393277184305978,1704.5952598784263,0.11369512303863996,84,arrow
0.9899494936611665,-0.1414213562373095,141.22322755127783,0.2140606835638215,113.01769772916099,0.9998434074528452,-0.017696343494740623,230.90386531603312,0.060039294000299996,0.13712707083725825,0.0006925412227874845,0.9184027777777778,1376,12.2647737278924,0.13712707083725825,0.0002600185749083304,2.0430770574479236,1.6350275327916044,0.8002769777239691,4140,8.32845106681936,0.4378369174935148,5.442001456437021,2.506731228937943,0.16780804165409383,0.3756600858334089,0.22975765135405177,614.6616955691968,0.08213495474502978,55,arrow
0.1520571842539411,0.9883716976506172,154.74172029546526,1.3822725240386329,131.21356637177422,0.18290791618299249,0.9831300494835846,299.02900854248816,-0.16473410992323614,0.35962525721484556,0.003573833470630505,0.56640625,1257,79.19838176430929,0.35962525721484556,-0.000550896753215264,2.2789488679488654,1.9324394737987882,0.847952097994218,4408,8.391176350832751,-0.4580715803974288,5.700540587221442,4.371955866342816,0.23789101713801764,0.4002459658491144,0.207119535320975,747.1131105796497,0.10438628987412428,62,arrow
0.07669649888473704,0.9970544855015815,167.14664220378464,1.3475849072974775,145.7737973711325,0.2538179060109131,0.9672520202037499,258.57355213537096,-0.17654729303063202,0.29220452295408944,0.0021129456936788073,0.3975694444444444,1758,77.21092772367375,0.29220452295408944,-0.000682773978903319,1.7737999338595547,1.5469862195623345,0.8721311744534214,6031,8.704668113450987,-0.6041908292376801,5.555180187849064,4.346540997838147,0.14708393181761717,0.34698826730587223,0.2242995205245205,745.1939344895394,0.0829202487890401,68,arrow
1,0,139.21566003866087,0.2467208216430564,113.28283188550682,0.9886758490747887,0.15006686994885185,221.20662419859815,0.029669642691493834,0.1155350270914023,0.00033157215515421204,0.3420138888888889,2058,14.136061798147068,0.1155350270914023,0.00013412637527914436,1.9526932767903278,1.58894929016727,0.8137219035132084,4590,8.431635303054591,0.2568021442364966,5.3990972158480615,2.648729106693399,0.10748621195267159,0.3496491347050277,0.22005053079335204,632.6531435154653,0.05504510781608689,66,arrow
-0.11043152607484653,-0.9938837346736188,204.29880077964236,1.4579769468281591,182.0109886792553,0.010988347541611645,-0.9999396262866598,286.03079198846626,0.19290822450273107,0.2912422903529073,0.001549047358137673,5,1841,83.53592568062315,0.2912422903529073,0.0006744316692676562,1.5715028749858477,1.4000610424384252,0.8909058104338713,4669,8.448700194970938,0.6623633685512438,5.656099469319805,4.425276786998953,0.15536707875527772,0.31758760258724295,0.2268383970131148,900.6358864713309,0.09886528445369652,81,arrow
0,0,131.10301293257908,1.1959556114392988,95.03683496413377,-0.14731130308878132,-0.9890901778818174,233.5428999193376,0.06535257883473383,0.14658579163549404,0.0004738715726788477,5,1552,68.52320902045963,0.14658579163549404,0.00027983115246623075,2.457393493875033,1.7813694338164385,0.7249019899566101,5856,8.675222055641147,0.44583160554361306,5.453365785798092,4.227172505699314,0.15047867262843917,0.1760577913457535,0.09883283501085122,1326.5127213864178,0.06123507407482846,60,arrow
0.24253562503633297,-0.9701425001453319,93.30058949438637,1.2659933022046594,65.52098900352466,0.27472112789737807,-0.9615239476408232,162.9723654269084,0.06945130411419442,0.14856196842886665,0.0005981241860336911,0.25,1949,72.53607310815717,0.14856196842886665,0.00042615386929106515,2.487330669232441,1.7467452918581396,0.7022569670630738,2492,7.820840879907344,0.4674904677737128,5.0935806491754665,4.284083998231154,0.08361845327188733,0.17623011432657773,0.10089056209168824,924.7702417357514,0.03361774705157756,55,arrow
